domain_token_count,avgdomaintokenlen,tld,domainlength,pathurlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,NumberofDotsinURL,CharacterContinuityRate,host_letter_count,LongestPathTokenLength,SymbolCount_Domain,Entropy_Domain,class
3.00,2.67,3.00,10.00,0.72,0.20,0.16,4.60,2.00,0.40,8.00,20.00,2.00,0.80,benign
3.00,2.67,3.00,10.00,0.78,1.30,0.13,5.90,3.00,0.40,8.00,18.00,2.00,0.80,benign
3.00,4.33,3.00,15.00,0.70,0.13,0.20,3.47,2.00,0.60,13.00,23.00,2.00,0.77,benign
2.00,3.00,2.00,7.00,0.83,0.29,0.08,9.86,1.00,0.71,5.00,60.00,1.00,0.90,benign
2.00,5.50,2.00,12.00,0.73,0.17,0.17,4.25,1.00,0.75,11.00,28.00,1.00,1.00,benign
2.00,2.50,2.00,6.00,0.85,0.33,0.07,12.67,1.00,0.67,5.00,47.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.83,0.17,0.11,7.75,1.00,0.75,11.00,62.00,1.00,0.95,benign
2.00,4.00,2.00,9.00,0.70,0.22,0.17,4.11,1.00,0.67,8.00,31.00,1.00,1.00,benign
2.00,3.00,2.00,7.00,0.73,3.57,0.13,5.43,2.00,0.71,6.00,28.00,1.00,0.90,benign
2.00,3.00,2.00,7.00,0.87,0.29,0.07,12.86,1.00,0.71,6.00,75.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.86,5.25,0.09,10.08,10.00,0.75,11.00,40.00,1.00,0.86,benign
2.00,7.00,2.00,15.00,0.61,0.13,0.26,2.33,1.00,0.80,14.00,25.00,1.00,0.88,benign
2.00,8.00,2.00,17.00,0.73,0.12,0.19,3.88,1.00,0.82,16.00,53.00,1.00,0.82,benign
2.00,7.00,2.00,15.00,0.76,1.93,0.16,4.73,1.00,0.80,14.00,30.00,1.00,0.93,benign
3.00,3.33,3.00,12.00,0.63,2.08,0.23,2.75,2.00,0.33,9.00,26.00,2.00,0.86,benign
2.00,3.00,2.00,7.00,0.85,0.29,0.08,11.00,1.00,0.71,5.00,68.00,1.00,0.90,benign
2.00,6.00,2.00,13.00,0.83,0.15,0.11,7.38,1.00,0.77,12.00,79.00,1.00,0.83,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.17,4.17,2.00,0.83,11.00,44.00,1.00,0.86,benign
3.00,4.33,3.00,15.00,0.84,5.93,0.11,7.73,3.00,0.60,13.00,93.00,2.00,0.75,benign
2.00,4.50,2.00,10.00,0.79,0.20,0.13,6.30,2.00,0.80,9.00,57.00,1.00,0.88,benign
2.00,5.00,2.00,11.00,0.79,0.18,0.13,6.18,2.00,0.82,10.00,62.00,1.00,0.72,benign
2.00,3.50,2.00,8.00,0.83,0.25,0.09,9.13,1.00,0.63,7.00,57.00,1.00,0.92,benign
2.00,4.50,2.00,10.00,0.85,8.00,0.09,9.60,2.00,0.70,9.00,84.00,1.00,0.80,benign
2.00,5.00,2.00,11.00,0.69,2.82,0.19,3.73,2.00,0.73,10.00,35.00,1.00,0.89,benign
3.00,2.67,3.00,10.00,0.67,0.20,0.19,3.50,2.00,0.40,8.00,12.00,2.00,0.82,benign
2.00,4.50,2.00,10.00,0.81,0.20,0.11,7.20,1.00,0.70,9.00,59.00,1.00,0.94,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.18,4.00,2.00,0.83,11.00,42.00,1.00,0.86,benign
2.00,7.50,2.00,16.00,0.55,0.13,0.31,1.75,1.00,0.81,15.00,14.00,1.00,0.86,benign
3.00,3.67,3.00,13.00,0.86,0.15,0.09,9.08,2.00,0.54,11.00,100.00,2.00,0.88,benign
2.00,6.50,2.00,14.00,0.78,0.14,0.14,5.43,2.00,0.79,13.00,39.00,1.00,0.87,benign
2.00,6.50,2.00,14.00,0.72,1.14,0.18,4.07,1.00,0.79,13.00,56.00,1.00,0.89,benign
2.00,6.00,2.00,13.00,0.79,0.15,0.14,5.77,1.00,0.77,12.00,64.00,1.00,0.92,benign
2.00,5.50,2.00,12.00,0.87,5.33,0.09,10.17,10.00,0.75,11.00,40.00,1.00,0.86,benign
2.00,7.00,2.00,15.00,0.75,0.13,0.17,4.33,1.00,0.80,14.00,24.00,1.00,0.90,benign
2.00,5.50,2.00,12.00,0.70,0.17,0.19,3.67,1.00,0.75,11.00,33.00,1.00,0.86,benign
2.00,7.50,2.00,16.00,0.68,0.13,0.23,3.00,1.00,0.81,15.00,33.00,1.00,0.86,benign
2.00,6.00,2.00,13.00,0.72,0.15,0.18,4.00,1.00,0.85,12.00,23.00,1.00,0.83,benign
2.00,3.50,2.00,8.00,0.79,0.25,0.11,6.88,1.00,0.63,7.00,48.00,1.00,0.92,benign
2.00,2.50,2.00,6.00,0.86,0.33,0.07,13.17,1.00,0.67,5.00,50.00,1.00,1.00,benign
2.00,5.00,2.00,11.00,0.79,0.18,0.13,6.27,1.00,0.73,10.00,23.00,1.00,0.95,benign
3.00,2.67,3.00,10.00,0.67,0.20,0.19,3.50,2.00,0.40,8.00,14.00,2.00,0.82,benign
2.00,7.00,2.00,15.00,0.73,0.13,0.19,3.93,2.00,0.80,11.00,53.00,1.00,0.80,benign
2.00,7.50,2.00,16.00,0.70,0.13,0.21,3.31,2.00,0.81,15.00,38.00,1.00,0.89,benign
2.00,5.50,2.00,12.00,0.68,0.17,0.20,3.42,1.00,0.75,11.00,36.00,1.00,1.00,benign
2.00,8.00,2.00,17.00,0.77,0.12,0.16,4.71,1.00,0.82,16.00,60.00,1.00,0.88,benign
2.00,6.00,2.00,13.00,0.83,0.15,0.11,7.54,2.00,0.85,12.00,66.00,1.00,0.88,benign
2.00,3.50,2.00,8.00,0.76,0.25,0.13,6.00,1.00,0.63,7.00,41.00,1.00,0.92,benign
2.00,6.00,2.00,13.00,0.83,0.15,0.11,7.31,1.00,0.77,12.00,77.00,1.00,0.90,benign
2.00,7.00,2.00,15.00,0.77,0.60,0.16,4.80,1.00,0.80,14.00,50.00,1.00,0.93,benign
2.00,5.00,2.00,11.00,0.69,2.73,0.18,3.82,2.00,0.73,10.00,34.00,1.00,1.00,benign
2.00,3.00,2.00,7.00,0.76,0.29,0.12,6.29,4.00,0.57,6.00,10.00,1.00,0.90,benign
3.00,4.33,3.00,15.00,0.82,4.93,0.12,6.73,3.00,0.60,13.00,78.00,2.00,0.75,benign
2.00,5.00,2.00,11.00,0.67,2.55,0.20,3.27,1.00,0.73,10.00,29.00,1.00,0.84,benign
2.00,5.00,2.00,11.00,0.70,0.18,0.18,3.82,1.00,0.73,10.00,29.00,1.00,0.95,benign
2.00,7.00,2.00,15.00,0.82,0.13,0.12,6.80,1.00,0.80,14.00,89.00,1.00,0.88,benign
2.00,6.00,2.00,13.00,0.79,0.15,0.13,5.92,2.00,0.85,12.00,63.00,1.00,0.88,benign
2.00,5.50,2.00,12.00,0.86,5.25,0.09,10.08,11.00,0.75,11.00,40.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.69,0.17,0.19,3.58,2.00,0.83,11.00,37.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.65,0.17,0.22,2.92,1.00,0.75,11.00,28.00,1.00,0.91,benign
2.00,7.00,2.00,15.00,0.75,0.13,0.17,4.33,1.00,0.80,14.00,24.00,1.00,0.90,benign
2.00,5.50,2.00,12.00,0.76,0.17,0.15,5.08,1.00,0.75,11.00,59.00,1.00,0.91,benign
3.00,3.00,3.00,11.00,0.83,0.18,0.11,7.73,2.00,0.55,9.00,72.00,2.00,0.89,benign
2.00,3.50,2.00,8.00,0.81,0.25,0.10,8.25,1.00,0.88,3.00,48.00,1.00,0.92,benign
2.00,5.00,2.00,11.00,0.74,4.27,0.16,4.73,1.00,0.82,10.00,51.00,1.00,0.89,benign
2.00,5.50,2.00,12.00,0.64,0.17,0.23,2.83,1.00,0.75,11.00,18.00,1.00,0.91,benign
2.00,5.00,2.00,11.00,0.77,0.18,0.14,5.36,2.00,0.82,10.00,53.00,1.00,0.72,benign
2.00,6.00,2.00,13.00,0.77,0.15,0.15,5.08,1.00,0.85,12.00,57.00,1.00,0.88,benign
2.00,7.00,2.00,15.00,0.65,0.13,0.24,2.73,2.00,0.80,11.00,35.00,1.00,0.80,benign
2.00,2.50,2.00,6.00,0.81,0.33,0.09,9.33,1.00,0.67,5.00,47.00,1.00,1.00,benign
2.00,4.00,2.00,9.00,0.70,2.00,0.17,4.22,1.00,0.78,8.00,19.00,1.00,1.00,benign
2.00,4.00,2.00,9.00,0.77,0.22,0.12,6.44,1.00,0.67,8.00,49.00,1.00,0.83,benign
2.00,4.00,2.00,9.00,0.82,0.22,0.10,8.22,2.00,0.67,8.00,22.00,1.00,0.93,benign
2.00,3.00,2.00,7.00,0.85,0.29,0.07,11.71,1.00,0.57,6.00,65.00,1.00,0.80,benign
2.00,4.50,2.00,10.00,0.83,0.20,0.10,8.20,1.00,0.70,9.00,69.00,1.00,0.94,benign
2.00,8.00,2.00,17.00,0.73,0.12,0.19,3.88,1.00,0.82,16.00,53.00,1.00,0.82,benign
2.00,7.00,2.00,15.00,0.74,0.13,0.17,4.27,1.00,0.87,14.00,33.00,1.00,0.86,benign
2.00,3.50,2.00,8.00,0.79,0.25,0.11,7.13,1.00,0.88,3.00,39.00,1.00,0.92,benign
2.00,7.00,2.00,15.00,0.75,0.13,0.17,4.33,1.00,0.80,14.00,24.00,1.00,0.90,benign
2.00,7.50,2.00,16.00,0.62,0.13,0.27,2.31,2.00,0.81,15.00,22.00,1.00,0.89,benign
2.00,3.50,2.00,8.00,0.72,0.25,0.15,4.88,2.00,0.63,7.00,11.00,1.00,0.92,benign
2.00,7.50,2.00,16.00,0.71,0.13,0.21,3.44,1.00,0.81,15.00,46.00,1.00,0.94,benign
2.00,4.50,2.00,10.00,0.71,0.20,0.17,4.20,1.00,0.70,6.00,12.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.71,0.17,0.18,3.92,1.00,0.75,11.00,17.00,1.00,0.86,benign
2.00,3.50,2.00,8.00,0.79,0.25,0.11,7.13,1.00,0.88,3.00,39.00,1.00,0.92,benign
2.00,6.00,2.00,13.00,0.72,0.15,0.18,3.92,1.00,0.69,10.00,49.00,1.00,0.88,benign
2.00,5.00,2.00,11.00,0.79,0.18,0.13,6.18,1.00,0.73,10.00,24.00,1.00,0.95,benign
2.00,6.00,2.00,13.00,0.75,3.00,0.16,4.54,1.00,0.77,12.00,51.00,1.00,0.80,benign
2.00,5.50,2.00,12.00,0.73,0.17,0.17,4.33,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,10.00,2.00,21.00,0.53,0.67,0.35,1.52,1.00,0.86,20.00,31.00,1.00,0.87,benign
2.00,8.00,2.00,17.00,0.78,0.12,0.16,4.88,1.00,0.82,16.00,70.00,1.00,0.82,benign
2.00,5.50,2.00,12.00,0.67,0.17,0.21,3.25,2.00,0.83,11.00,33.00,1.00,0.86,benign
2.00,2.50,2.00,6.00,0.88,0.33,0.06,15.33,1.00,0.67,5.00,83.00,1.00,1.00,benign
2.00,3.50,2.00,8.00,0.72,0.25,0.15,4.75,1.00,0.63,7.00,30.00,1.00,0.92,benign
3.00,4.33,3.00,15.00,0.77,0.13,0.15,5.00,3.00,0.60,13.00,59.00,2.00,0.82,benign
2.00,4.00,2.00,9.00,0.84,0.22,0.09,9.44,2.00,0.78,6.00,71.00,1.00,0.93,benign
2.00,5.50,2.00,12.00,0.86,5.00,0.09,9.83,8.00,0.75,11.00,40.00,1.00,0.86,benign
2.00,4.50,2.00,10.00,0.76,0.20,0.14,5.40,1.00,0.70,6.00,12.00,1.00,1.00,benign
2.00,4.00,2.00,9.00,0.70,2.89,0.17,4.11,2.00,0.78,5.00,30.00,1.00,0.86,benign
3.00,2.67,3.00,10.00,0.73,0.20,0.16,4.50,2.00,0.40,8.00,14.00,2.00,0.82,benign
2.00,5.00,2.00,11.00,0.70,0.18,0.18,3.91,1.00,0.73,10.00,17.00,1.00,0.95,benign
2.00,6.50,2.00,14.00,0.74,0.14,0.17,4.43,1.00,0.50,12.00,42.00,1.00,0.82,benign
2.00,6.00,2.00,13.00,0.73,0.15,0.18,4.08,1.00,0.77,12.00,35.00,1.00,0.83,benign
2.00,6.00,2.00,13.00,0.83,0.15,0.11,7.77,1.00,0.77,12.00,94.00,1.00,0.92,benign
2.00,8.00,2.00,17.00,0.55,0.12,0.32,1.71,2.00,0.82,16.00,22.00,1.00,0.72,benign
2.00,4.00,2.00,9.00,0.82,0.22,0.10,8.22,1.00,0.67,8.00,51.00,1.00,0.93,benign
2.00,3.00,2.00,7.00,0.77,0.29,0.11,6.71,1.00,0.71,6.00,18.00,1.00,0.80,benign
2.00,6.00,2.00,13.00,0.66,0.15,0.22,2.92,2.00,0.77,12.00,24.00,1.00,0.82,benign
2.00,7.00,2.00,15.00,0.75,0.13,0.17,4.33,1.00,0.80,14.00,24.00,1.00,0.90,benign
2.00,5.50,2.00,12.00,0.83,0.17,0.11,7.50,1.00,0.75,11.00,70.00,1.00,0.91,benign
2.00,3.50,2.00,8.00,0.84,0.25,0.09,9.75,1.00,0.63,7.00,62.00,1.00,0.92,benign
2.00,5.50,2.00,12.00,0.70,0.17,0.19,3.67,2.00,0.83,11.00,38.00,1.00,0.86,benign
2.00,3.50,2.00,8.00,0.82,0.25,0.10,8.63,1.00,0.88,3.00,51.00,1.00,0.92,benign
2.00,7.00,2.00,15.00,0.66,0.13,0.23,2.87,1.00,0.80,14.00,27.00,1.00,0.90,benign
2.00,8.00,2.00,17.00,0.68,0.12,0.23,2.94,1.00,0.82,16.00,24.00,1.00,0.88,benign
2.00,7.00,2.00,15.00,0.60,0.13,0.27,2.20,1.00,0.87,14.00,12.00,1.00,0.93,benign
2.00,5.50,2.00,12.00,0.64,0.17,0.23,2.83,2.00,0.83,11.00,28.00,1.00,0.86,benign
3.00,3.00,3.00,11.00,0.85,0.18,0.09,9.18,2.00,0.55,9.00,88.00,2.00,0.89,benign
3.00,3.00,3.00,11.00,0.87,0.18,0.08,10.82,2.00,0.55,9.00,106.00,2.00,0.89,benign
2.00,8.00,2.00,17.00,0.77,0.12,0.16,4.76,1.00,0.82,16.00,52.00,1.00,0.88,benign
2.00,5.50,2.00,12.00,0.71,0.17,0.18,3.92,2.00,0.83,11.00,41.00,1.00,0.86,benign
2.00,6.00,2.00,13.00,0.86,2.54,0.09,9.77,1.00,0.85,12.00,100.00,1.00,0.82,benign
2.00,4.00,2.00,9.00,0.75,3.11,0.14,5.22,2.00,0.67,8.00,32.00,1.00,0.86,benign
2.00,6.50,2.00,14.00,0.64,0.14,0.24,2.71,1.00,0.79,13.00,12.00,1.00,0.89,benign
2.00,3.50,2.00,8.00,0.82,0.25,0.10,8.63,1.00,0.63,7.00,64.00,1.00,0.92,benign
2.00,5.00,2.00,11.00,0.74,0.18,0.16,4.73,2.00,0.82,10.00,46.00,1.00,0.72,benign
2.00,8.00,2.00,17.00,0.79,0.12,0.15,5.35,1.00,0.82,16.00,57.00,1.00,0.88,benign
2.00,6.00,2.00,13.00,0.66,0.15,0.22,2.92,1.00,0.69,10.00,36.00,1.00,0.88,benign
2.00,6.00,2.00,13.00,0.84,6.15,0.10,8.38,2.00,0.77,12.00,83.00,1.00,0.96,benign
2.00,4.50,2.00,10.00,0.81,0.20,0.11,7.40,2.00,0.70,9.00,63.00,1.00,0.94,benign
2.00,5.50,2.00,12.00,0.65,0.17,0.22,3.00,2.00,0.83,11.00,30.00,1.00,0.86,benign
2.00,4.50,2.00,10.00,0.75,0.20,0.14,5.20,2.00,0.70,9.00,38.00,1.00,0.82,benign
2.00,8.00,2.00,17.00,0.79,0.12,0.15,5.41,1.00,0.82,16.00,61.00,1.00,0.88,benign
3.00,4.33,3.00,15.00,0.77,0.13,0.16,4.87,3.00,0.60,13.00,60.00,2.00,0.82,benign
2.00,5.50,2.00,12.00,0.71,3.00,0.17,4.08,2.00,0.75,11.00,40.00,1.00,0.84,benign
2.00,4.50,2.00,10.00,0.83,1.10,0.10,8.20,1.00,0.70,9.00,57.00,1.00,0.94,benign
2.00,4.50,2.00,10.00,0.73,0.20,0.16,4.60,2.00,0.80,9.00,29.00,1.00,0.94,benign
2.00,4.00,2.00,9.00,0.77,0.22,0.13,6.11,2.00,0.67,8.00,34.00,1.00,0.93,benign
2.00,4.50,2.00,10.00,0.73,1.40,0.15,4.90,2.00,0.70,9.00,21.00,1.00,1.00,benign
2.00,5.00,2.00,11.00,0.80,0.18,0.12,6.73,1.00,0.73,10.00,66.00,1.00,0.88,benign
3.00,3.00,3.00,11.00,0.81,0.18,0.11,7.09,2.00,0.55,9.00,65.00,2.00,0.89,benign
2.00,7.50,2.00,16.00,0.55,0.13,0.31,1.75,2.00,0.81,15.00,13.00,1.00,0.89,benign
2.00,7.00,2.00,15.00,0.74,3.07,0.18,4.13,1.00,0.87,14.00,53.00,1.00,0.86,benign
2.00,7.00,2.00,15.00,0.73,0.13,0.19,3.87,1.00,0.80,14.00,24.00,1.00,0.90,benign
2.00,5.50,2.00,12.00,0.86,4.58,0.09,9.42,9.00,0.75,11.00,40.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.81,0.17,0.12,6.67,1.00,0.75,9.00,59.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.86,4.67,0.09,9.50,11.00,0.75,11.00,40.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.70,0.17,0.19,3.75,2.00,0.83,11.00,39.00,1.00,0.86,benign
2.00,4.00,2.00,9.00,0.83,2.44,0.09,9.33,1.00,0.78,5.00,68.00,1.00,0.93,benign
2.00,6.00,2.00,13.00,0.78,0.15,0.14,5.69,2.00,0.85,12.00,27.00,1.00,0.90,benign
2.00,5.50,2.00,12.00,0.66,0.17,0.21,3.08,1.00,0.75,11.00,32.00,1.00,1.00,benign
3.00,3.67,3.00,13.00,0.86,0.15,0.09,9.23,2.00,0.54,11.00,101.00,2.00,0.88,benign
2.00,7.00,2.00,15.00,0.61,1.53,0.26,2.33,1.00,0.80,14.00,34.00,1.00,0.85,benign
2.00,6.50,2.00,14.00,0.82,0.14,0.12,6.71,1.00,0.79,13.00,68.00,1.00,0.89,benign
3.00,2.67,3.00,10.00,0.82,0.20,0.10,8.00,2.00,0.40,8.00,59.00,2.00,0.80,benign
2.00,4.50,2.00,10.00,0.69,0.20,0.18,3.80,1.00,0.70,9.00,18.00,1.00,0.94,benign
2.00,4.00,2.00,9.00,0.70,0.22,0.16,4.33,1.00,0.67,8.00,15.00,1.00,1.00,benign
2.00,6.00,2.00,13.00,0.70,0.15,0.20,3.54,2.00,0.77,12.00,10.00,1.00,0.88,benign
2.00,2.50,2.00,6.00,0.88,0.33,0.06,16.00,1.00,0.67,5.00,68.00,1.00,1.00,benign
2.00,2.50,2.00,6.00,0.84,5.67,0.07,11.67,2.00,1.00,2.00,37.00,1.00,1.00,benign
2.00,2.50,2.00,6.00,0.81,0.33,0.09,9.33,1.00,0.67,5.00,45.00,1.00,0.87,benign
2.00,5.50,2.00,12.00,0.68,0.17,0.20,3.33,2.00,0.83,11.00,34.00,1.00,0.86,benign
2.00,6.50,2.00,14.00,0.59,0.14,0.27,2.14,1.00,0.79,13.00,27.00,1.00,0.76,benign
2.00,5.00,2.00,11.00,0.74,0.18,0.15,5.00,2.00,0.73,10.00,30.00,1.00,0.84,benign
3.00,3.33,3.00,12.00,0.63,0.17,0.24,2.67,2.00,0.50,10.00,17.00,2.00,0.91,benign
2.00,5.00,2.00,11.00,0.73,0.18,0.17,4.36,1.00,0.73,10.00,21.00,1.00,0.95,benign
2.00,5.50,2.00,12.00,0.65,0.17,0.22,2.92,2.00,0.83,11.00,29.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.70,0.17,0.18,3.83,1.00,0.75,11.00,39.00,1.00,0.89,benign
2.00,4.50,2.00,10.00,0.82,0.20,0.11,7.80,1.00,0.70,6.00,31.00,1.00,1.00,benign
2.00,4.50,2.00,10.00,0.73,0.20,0.16,4.50,1.00,0.70,9.00,32.00,1.00,0.94,benign
2.00,8.00,2.00,17.00,0.54,0.12,0.33,1.65,2.00,0.82,16.00,12.00,1.00,0.80,benign
2.00,8.00,2.00,17.00,0.71,0.12,0.21,3.41,2.00,0.82,16.00,52.00,1.00,0.79,benign
2.00,8.00,2.00,17.00,0.74,0.12,0.18,4.00,2.00,0.82,16.00,62.00,1.00,0.79,benign
3.00,4.00,3.00,14.00,0.69,2.71,0.21,3.29,2.00,0.57,12.00,45.00,2.00,0.92,benign
2.00,10.00,2.00,21.00,0.65,0.29,0.26,2.52,1.00,0.86,20.00,52.00,1.00,0.87,benign
2.00,3.00,2.00,7.00,0.81,5.00,0.09,8.71,2.00,0.71,6.00,38.00,1.00,0.90,benign
2.00,7.00,2.00,15.00,0.62,0.13,0.26,2.40,2.00,0.80,14.00,20.00,1.00,0.90,benign
2.00,4.00,2.00,9.00,0.76,0.22,0.14,5.56,1.00,0.78,8.00,35.00,1.00,0.93,benign
2.00,5.50,2.00,12.00,0.63,0.17,0.23,2.75,2.00,0.83,11.00,27.00,1.00,0.86,benign
2.00,10.00,2.00,21.00,0.61,0.10,0.30,2.05,1.00,0.86,20.00,42.00,1.00,0.87,benign
2.00,6.50,2.00,14.00,0.68,0.14,0.22,3.14,1.00,0.79,13.00,42.00,1.00,0.85,benign
2.00,5.00,2.00,11.00,0.78,0.18,0.14,5.73,1.00,0.73,10.00,47.00,1.00,0.89,benign
2.00,6.00,2.00,13.00,0.80,0.15,0.13,6.08,2.00,0.85,12.00,65.00,1.00,0.88,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.18,4.00,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,4.50,2.00,10.00,0.75,0.20,0.15,5.00,2.00,0.80,9.00,37.00,1.00,0.70,benign
2.00,4.50,2.00,10.00,0.84,7.30,0.09,8.90,2.00,0.70,9.00,77.00,1.00,0.80,benign
2.00,3.50,2.00,8.00,0.84,0.25,0.09,9.88,1.00,0.63,7.00,63.00,1.00,0.92,benign
2.00,6.50,2.00,14.00,0.76,0.14,0.16,4.86,1.00,0.79,13.00,47.00,1.00,0.89,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.18,4.08,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,7.50,2.00,16.00,0.59,0.19,0.29,2.06,1.00,0.81,15.00,13.00,1.00,0.86,benign
2.00,3.00,2.00,7.00,0.85,0.29,0.08,11.14,1.00,0.57,6.00,61.00,1.00,0.80,benign
2.00,5.50,2.00,12.00,0.77,0.17,0.14,5.33,1.00,0.75,11.00,51.00,1.00,0.91,benign
2.00,7.50,2.00,16.00,0.57,0.13,0.30,1.94,1.00,0.81,15.00,9.00,1.00,0.94,benign
2.00,6.50,2.00,14.00,0.70,0.14,0.20,3.57,1.00,0.79,13.00,34.00,1.00,0.89,benign
2.00,7.00,2.00,15.00,0.60,0.13,0.27,2.20,1.00,0.87,14.00,12.00,1.00,0.86,benign
3.00,2.67,3.00,10.00,0.68,0.20,0.19,3.60,3.00,0.40,8.00,15.00,2.00,0.80,benign
2.00,6.00,2.00,13.00,0.62,1.08,0.25,2.54,1.00,0.77,12.00,15.00,1.00,0.92,benign
2.00,5.50,2.00,12.00,0.71,0.17,0.18,3.92,1.00,0.75,11.00,27.00,1.00,0.91,benign
2.00,4.00,2.00,9.00,0.70,2.89,0.17,4.11,2.00,0.78,5.00,30.00,1.00,0.86,benign
2.00,3.50,2.00,8.00,0.71,2.88,0.16,4.50,2.00,0.75,7.00,26.00,1.00,0.92,benign
2.00,5.50,2.00,12.00,0.88,5.92,0.08,11.58,1.00,0.75,11.00,138.00,1.00,0.95,benign
2.00,3.50,2.00,8.00,0.71,0.25,0.15,4.63,2.00,0.63,7.00,12.00,1.00,0.92,benign
2.00,5.50,2.00,12.00,0.87,5.92,0.08,10.75,10.00,0.75,11.00,40.00,1.00,0.86,benign
3.00,5.00,3.00,17.00,0.56,0.12,0.31,1.76,2.00,0.65,15.00,13.00,2.00,0.78,benign
2.00,8.00,2.00,17.00,0.65,0.12,0.25,2.65,1.00,0.82,16.00,19.00,1.00,0.88,benign
3.00,2.67,3.00,10.00,0.67,0.20,0.19,3.60,2.00,0.40,8.00,15.00,2.00,0.80,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.18,4.00,2.00,0.83,11.00,42.00,1.00,0.86,benign
2.00,4.00,2.00,9.00,0.72,0.22,0.16,4.56,1.00,0.78,8.00,26.00,1.00,0.93,benign
2.00,5.50,2.00,12.00,0.88,7.25,0.07,12.08,15.00,0.75,11.00,40.00,1.00,0.86,benign
2.00,7.00,2.00,15.00,0.75,0.13,0.17,4.33,1.00,0.80,14.00,24.00,1.00,0.90,benign
2.00,4.00,2.00,9.00,0.71,2.11,0.16,4.33,1.00,0.78,8.00,20.00,1.00,1.00,benign
2.00,5.00,2.00,11.00,0.79,0.18,0.13,6.00,1.00,0.73,10.00,44.00,1.00,0.89,benign
2.00,7.00,2.00,15.00,0.75,0.13,0.17,4.33,1.00,0.80,14.00,24.00,1.00,0.90,benign
2.00,6.50,2.00,14.00,0.67,0.86,0.21,3.14,2.00,0.79,13.00,26.00,1.00,0.84,benign
2.00,4.50,2.00,10.00,0.80,0.20,0.12,6.80,1.00,0.70,9.00,53.00,1.00,0.94,benign
2.00,6.50,2.00,14.00,0.63,2.00,0.25,2.57,1.00,0.79,13.00,35.00,1.00,0.80,benign
2.00,5.50,2.00,12.00,0.72,0.17,0.18,4.08,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,7.00,2.00,15.00,0.69,0.13,0.21,3.20,1.00,0.87,14.00,33.00,1.00,0.86,benign
2.00,3.50,2.00,8.00,0.75,0.25,0.14,5.50,2.00,0.63,7.00,19.00,1.00,0.92,benign
2.00,5.50,2.00,12.00,0.74,0.17,0.17,4.42,1.00,0.75,11.00,40.00,1.00,0.86,benign
3.00,2.67,3.00,10.00,0.81,0.20,0.11,7.60,2.00,0.40,8.00,55.00,2.00,0.80,benign
2.00,6.00,2.00,13.00,0.74,0.15,0.17,4.38,1.00,0.77,12.00,39.00,1.00,0.90,benign
2.00,3.50,2.00,8.00,0.73,0.25,0.14,5.13,2.00,0.63,7.00,16.00,1.00,0.92,benign
2.00,7.00,2.00,15.00,0.61,0.13,0.27,2.27,1.00,0.80,14.00,18.00,1.00,0.90,benign
2.00,7.00,2.00,15.00,0.61,0.13,0.27,2.27,1.00,0.80,14.00,6.00,1.00,0.90,benign
2.00,6.00,2.00,13.00,0.81,0.15,0.13,6.38,2.00,0.85,12.00,55.00,1.00,0.88,benign
2.00,5.50,2.00,12.00,0.65,0.17,0.22,3.00,2.00,0.83,11.00,30.00,1.00,0.86,benign
2.00,2.50,2.00,6.00,0.89,0.33,0.05,17.00,1.00,0.67,5.00,93.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.83,0.17,0.11,7.50,1.00,0.75,9.00,66.00,1.00,1.00,benign
2.00,5.50,2.00,12.00,0.65,0.17,0.22,3.00,1.00,0.75,11.00,9.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.74,0.17,0.16,4.58,1.00,0.75,11.00,22.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.63,0.17,0.23,2.75,2.00,0.83,11.00,27.00,1.00,0.86,benign
2.00,5.50,2.00,12.00,0.68,0.17,0.20,3.42,1.00,0.75,11.00,33.00,1.00,0.95,benign
2.00,6.00,2.00,13.00,0.66,1.77,0.22,3.00,1.00,0.77,12.00,24.00,1.00,0.92,benign
2.00,7.00,2.00,15.00,0.75,0.13,0.17,4.33,1.00,0.80,14.00,24.00,1.00,0.90,benign
2.00,5.50,2.00,12.00,0.77,0.17,0.14,5.33,1.00,0.75,11.00,59.00,1.00,1.00,benign
